"Proposal #","full proposal title","Project Title","PI","PI Unit","Status","Sponsor","Prime Sponsor","Admin Unit","Project Start Date","Project End Date","Proposal Type","Instrument Type","Project #","Created Date.x","Total Sponsor Costs","Sponsor Deadline","academic affairs","activity type","History Action Day and Comment","Actual_Submission_Date","Actual_Udr_Consid_Date","Actual_Funding_Date","Actual_Not_Funding_Date","Actual_Submission_FY","Actual_Udr_Consid_FY","Actual_Funding_FY","Actual_Not_Funding_FY","Created Date.y","Proposal_Creation_FY","Days_to_Submission","Days_to_Funding_From_Submission","Days_to_Non_Funding_From_Submission","Actual_Submission_Month_Year","College/Division","Actual_Submission_Quarter","Actual_Funding_Quarter","Sponsor_Type_Grouped","Sponsor_Category","Submission_Status","Submission_Count","Award_Count","Total_Submission_Count","Received_Total_Sponsor_Costs"
"24-0834-P0001","Synthesis: Carbon Capture and Repurposing By-Products","Synthesis: Carbon Capture and Repurposing By-Products","Ahmed Fathy Abdelaty Ahmed","Civil & Architectural Engineering & Construction Management","Submitted to Sponsor","ADD NEW","ADD NEW","Civil & Architectural Engineering & Construction Management","9/1/2024","8/31/2025","New",,"24-0834",2024-02-19 11:02:03,40157.82,"3/21/2024 12:00:00 AM",,"Applied Research","3/11/2024 11:45:03 AM: Updating proposal form. >> 3/11/2024 02:03:46 PM: Updating budget per PI request. >> 3/11/2024 02:10:25 PM: Updating project dates. >> 3/12/2024 12:06:28 PM: Submitted to sponsor via e-mail on 03/12/2024.",2024-03-12 12:06:28,,,,"FY2024",,,,2024-02-19 11:02:03,"FY2024",22,,,"March-2024","Engineering","Q3 FY2024",,"State","Others","Submitted",1,0,1,0
"24-0836-P0001","Campus Connections Therapeutic Mentoring, Mental Health Treatment, and Physical Activity: An  Integrated Afterschool Program","Campus Connections Therapeutic Mentoring, Mental Health Treatment, and Physical Activity: An  Integrated Afterschool Program","Anne Elizabeth Stevens","Psychology","Submitted to Sponsor","Wyoming Department of Health",,"Psychology","3/15/2024","12/31/2024","New",,"24-0836",2024-02-19 14:34:06,14850,"2/29/2024 12:00:00 AM",,"Other Sponsored Activity","2/23/2024 02:23:43 PM: see email >> 2/26/2024 03:31:01 PM: See Submission email",2024-02-26 15:31:01,,,,"FY2024",,,,2024-02-19 14:34:06,"FY2024",7,,,"February-2024","Arts & Sciences","Q3 FY2024",,"State","Others","Submitted",1,0,1,0
"24-0837-P0001","Benzyl Butyl Phthalate Effects on Norepinephrine Metabolism","BBenzyl Butyl Phthalate Effects on Norepinephrine Metabolism","Emily Elizabeth Schmitt","Kinesiology & Health","Not Funded","Montana State University",,"Kinesiology & Health","3/1/2024","4/30/2024","Other",,"24-0837",2024-02-20 09:04:29,0,"2/16/2024 12:00:00 AM",,"Basic Research","2/21/2024 09:19:38 AM: Correcting a few fields. >> 2/21/2024 04:46:25 PM: No budget required, no routing required, PI wants submission in ROAM for tracking purposes. >> 2/6/2025 01:47:52 PM: Not Funded",2024-02-21 16:46:25,,,2025-02-06 13:47:52,"FY2024",,,"FY2025",2024-02-20 09:04:29,"FY2024",2,,351,"February-2024","Health Sciences","Q3 FY2024",,"Others","Others","Submitted",1,0,1,0
"24-0839-P0001","Real-Time Forecasting of Power Line Integrity during Severe Icing Events","Real-Time Forecasting of Power Line Integrity during Severe Icing Events","Nga Thi Thanh Nguyen","Electrical Engineering & Computer Science","Submitted to Sponsor","University of North Dakota","U.S. Department of Energy","Electrical Engineering & Computer Science","11/1/2024","11/1/2028","New",,"24-0839",2024-02-20 22:32:19,121817,"2/28/2024 12:00:00 AM",,"Basic Research","2/23/2024 01:34:37 PM: sponsor requested budget changes. >> 5/10/2024 11:51:27 AM: Submitted",2024-05-10 11:51:27,,,,"FY2024",,,,2024-02-20 22:32:19,"FY2024",80,,,"May-2024","Engineering","Q4 FY2024",,"Others","Others","Submitted",1,0,1,0
"24-0840-P0001","Re-Establishing Rare-Earth Permanent Magnet R&D and Manufacturing Basis in the US","DOE National Lab Partnership proposal - J Tang","Jinke Tang","Physics & Astronomy","Submitted to Sponsor","U.S. Department of Energy",,"Physics & Astronomy","9/1/2024","8/31/2028","New",,"24-0840",2024-02-21 09:29:50,1000000,"2/28/2024 12:00:00 AM",,"Basic Research","2/26/2024 01:06:12 PM: Moving to development to remove cost share in proposal (per PI after review of FOA) >> 2/26/2024 01:07:32 PM: Changing admin unit >> 2/27/2024 01:29:26 PM: Submitted 02/27/2024",2024-02-27 13:29:26,,,,"FY2024",,,,2024-02-21 09:29:50,"FY2024",6,,,"February-2024","Engineering","Q3 FY2024",,"Federal","DOE","Submitted",1,0,1,0
"24-0842-P0001","Steamboat Carbon Storage Hub","Steamboat Carbon Storage Hub","Scott Austin Quillinan","School of Energy Resources Directors Office","Submitted to Sponsor","ADD NEW","U.S. Department of Energy","School of Energy Resources Directors Office","1/1/2025","12/31/2026","New",,"24-0842",2024-02-21 15:27:26,251234,"3/11/2024 12:00:00 AM",,"Basic Research","3/18/2024 09:10:26 AM: Submitted 03/11/2024 to prime applicant",2024-03-18 09:10:26,,,,"FY2024",,,,2024-02-21 15:27:26,"FY2024",26,,,"March-2024","School of Energy Resources","Q3 FY2024",,"Federal","Others","Submitted",1,0,1,0
"24-0843-P0001","World Languages Day 2024","World Languages Day","Benedicte Pia Sohier","Modern & Classical Languages","Funded","Wyoming Humanities Council",,"Modern & Classical Languages","2/19/2024","2/18/2025","New",,"24-0843",2024-02-21 17:05:01,500,"3/1/2024 12:00:00 AM",,"Other Sponsored Activity","2/22/2024 08:32:59 PM: Correcting a few fields >> 2/26/2024 11:15:14 AM: PI submitted to sponsor prior to REDD review. >> 2/26/2024 11:16:05 AM: Award received. REDD notified 02/21/2024. >> 3/5/2024 12:15:26 PM: Funded.",2024-02-26 11:15:14,2024-02-26 11:16:05,2024-03-05 12:15:26,,"FY2024","FY2024","FY2024",,2024-02-21 17:05:01,"FY2024",5,8,,"February-2024","Arts & Sciences","Q3 FY2024","Q3 FY2024","Non-profit","Others","Funded",0,1,1,500
"24-0845-P0001","Developmental pyrethroid exposure in the prairie vole as a model of environmental risk for autism","Developmental pyrethroid exposure in the prairie vole as a model of environmental risk for autism","Rammohan Shukla","Zoology & Physiology","Under Consideration","ADD NEW","National Institutes of Health/Department of Health and Human Services","Zoology & Physiology","12/1/2026","11/30/2028","New",,"24-0845",2024-02-22 13:07:20,109253.91,"2/27/2024 12:00:00 AM",,"Basic Research","2/23/2024 02:22:22 PM: Updating proposal information, only moving to closed for movement to in development
 >> 2/23/2024 02:22:56 PM: updates to proposal form >> 2/23/2024 02:24:56 PM: Submission documents provided to UT, 2/23/24 >> 5/2/2025 01:47:13 PM: University of Toledo has rec'd the NOA R01 award. -- Waiting for them to issue the subaward.",2024-02-23 14:24:56,2025-05-02 13:47:13,2024-02-23 14:22:22,,"FY2024","FY2025","FY2024",,2024-02-22 13:07:20,"FY2024",1,0,,"February-2024","Agriculture","Q3 FY2024","Q3 FY2024","Others","Others","Funded",0,1,1,109253.91
"24-0846-P0001","Mobile Crisis and Community Readiness Study","Mobile Crisis and Community Readiness Study","Emily A. Grant","Wyoming Survey & Analysis Center","Submitted to Sponsor","Wyoming Department of Health",,"Wyoming Survey & Analysis Center","6/1/2024","12/31/2024","New",,"24-0846",2024-02-22 13:32:30,54880,"3/22/2024 12:00:00 AM",,"Applied Research","2/22/2024 02:53:43 PM: updates to proposal form >> 3/22/2024 11:57:01 AM: Proposal submitted to sponsor 3/22/24",2024-03-22 11:57:01,,,,"FY2024",,,,2024-02-22 13:32:30,"FY2024",29,,,"March-2024","Research & Economic Development","Q3 FY2024",,"State","Others","Submitted",1,0,1,0
"24-0847-P0001","Data Science and Statistical Modeling at Equivant","Equivant - Statistical Support Projects","Timothy J Robinson","Mathematics & Statistics","Funded","Equivant Supervision",,"Mathematics & Statistics","7/1/2024","5/16/2025","Other",,"24-0847",2024-02-22 16:40:15,29500,"3/15/2024 12:00:00 AM",,"Other Sponsored Activity","3/7/2024 08:07:35 AM: Edits to WyoCloud access >> 3/7/2024 08:11:49 AM: fix budget >> 5/10/2024 11:54:38 AM: Submitted >> 8/13/2024 08:57:32 AM: Funded.",2024-05-10 11:54:38,,2024-12-11 17:37:28,,"FY2024",,"FY2025",,2024-02-22 16:40:15,"FY2024",78,215,,"May-2024","Engineering","Q4 FY2024","Q2 FY2025","Business","Others","Funded",0,1,1,29500
"24-0848-P0001","Collaborative Research: Advancing sparse modeling approaches for ecological inference and forecasting","NSF eMB. Collaborative Research: Advancing sparse modeling approaches for ecological inference and forecasting","Lauren Glenny Shoemaker","Botany","Not Funded","National Science Foundation",,"Botany","11/1/2024","10/31/2027","New",,"24-0848",2024-02-23 16:43:51,331328,"3/11/2024 12:00:00 AM",,"Basic Research","3/11/2024 06:14:52 AM: Submitted on 03.11.2024 at 6am.  See attachment for full submission. >> 9/10/2024 10:43:24 AM: Not funded per notice from Sponsor.",2024-03-11 06:14:52,,,2024-09-10 10:43:24,"FY2024",,,"FY2025",2024-02-23 16:43:51,"FY2024",17,,183,"March-2024","Agriculture","Q3 FY2024",,"Federal","NSF","Submitted",1,0,1,0
"24-0849-P0001","Performance and Use of Non-Vinsol Resin Air Entraining Concrete Admixtures in South Dakota","Non-Vinsol Resin Air Entraining Concrete Admixtures in SD","Kam Weng Ng","Civil & Architectural Engineering & Construction Management","Submitted to Sponsor","ADD NEW",,"Civil & Architectural Engineering & Construction Management","7/1/2024","12/31/2025","New",,"24-0849",2024-02-25 11:32:47,200000,"3/20/2024 12:00:00 AM",,"Applied Research","3/4/2024 08:26:07 AM: Updating credit split. >> 3/14/2024 07:11:33 AM: PI submitted to sponsor via e-mail on 03/13/2024.",2024-03-14 07:11:33,,,,"FY2024",,,,2024-02-25 11:32:47,"FY2024",18,,,"March-2024","Engineering","Q3 FY2024",,"State","Others","Submitted",1,0,1,0
"24-0851-P0001","Improving samarium production efficiency by La-Sm2O3 briquetting","Improving samarium production efficiency by La-Sm2O3 briquetting","Maohong Fan","Energy & Petroleum Engineering","Submitted to Sponsor","ADD NEW","Department of the Air Force/Department of Defense","Energy & Petroleum Engineering","9/1/2024","11/30/2024","New",,"24-0851",2024-02-26 13:55:41,6607,"3/5/2024 12:00:00 AM",,"Basic Research","2/29/2024 01:11:04 PM: Minor corrections to form. >> 3/1/2024 03:07:57 PM: FJR Submitted the budget and SOW to the sponsor with the MOU.",2024-03-01 15:07:57,,,,"FY2024",,,,2024-02-26 13:55:41,"FY2024",4,,,"March-2024","Engineering","Q3 FY2024",,"Federal","Others","Submitted",1,0,1,0
"24-0852-P0001","Inventory of T&E Bees and Butterflies to Inform Invasive Plant Treatment, Mowing, and Burning Management in Devils Tower National Monument, Jewel Cave National Monument, Mount Rushmore National Memorial, and Wind Cave National Park","NPS Black Hills Pollinators","Lusha Marguerite Tronstad","Wyo Natural Diversity Database","Funded","National Park Service/Department of the Interior",,"Wyo Natural Diversity Database","6/1/2024","5/31/2027","New",,"24-0852",2024-02-26 14:09:21,475000,"3/1/2024 12:00:00 AM",,"Applied Research","2/28/2024 07:39:01 AM: Updates to proposal form. >> 2/28/2024 08:28:21 AM: Making update to project end date. >> 2/29/2024 11:51:15 AM: Submitted to sponsor via e-mail on 02/29/2024. >> 5/13/2024 10:55:47 AM: Funding notice received",2024-02-29 11:51:15,,2024-05-13 10:55:47,,"FY2024",,"FY2024",,2024-02-26 14:09:21,"FY2024",3,74,,"February-2024","Research & Economic Development","Q3 FY2024","Q4 FY2024","Federal","Others","Funded",0,1,1,475000
"24-0853-P0001","Engaging the Aging Brain in STEM: Fostering Socialization and Health Promotion in  Older Individuals through the Science Initiative Roadshow","Engaging the Aging Brain in STEM: Fostering Socializzation and Health Promotion in Older Individuals through the Science Initiative Roadshow","Karagh K. Brummond","Science Institute","Funded","Wyoming Department of Health",,"Science Institute","3/27/2024","9/30/2024","New",,"24-0853",2024-02-27 08:26:11,37348,"1/5/2024 12:00:00 AM",,"Other Sponsored Activity","3/8/2024 03:30:48 PM: PI Submitted to WY Dept of Health prior to Pre-Award review. >> 3/8/2024 03:31:41 PM: Draft agreement send to UW on 03/07/2024 - sent for agreement review on 03/07/2024, TD Ticket # 21148834 >> 4/15/2024 01:30:54 PM: Agreement fully signed on 03/21/2024",2024-03-08 15:30:48,2024-03-08 15:31:41,2024-04-15 13:30:54,,"FY2024","FY2024","FY2024",,2024-02-27 08:26:11,"FY2024",11,38,,"March-2024","Research & Economic Development","Q3 FY2024","Q4 FY2024","State","Others","Funded",0,1,1,37348
"24-0853-P0002","Engaging the Aging Brain in STEM: Fostering Socializzation and Health Promotion in Older Individuals through the Science Initiative Roadshow","Engaging the Aging Brain in STEM: Fostering Socializzation and Health Promotion in Older Individuals through the Science Initiative Roadshow","Karagh K. Brummond","Science Institute","Closed","Wyoming Department of Health",,"Science Institute","3/21/2024","9/30/2025","Supplement",,"24-0853",2025-02-11 10:34:13,10000,"2/21/2025 12:00:00 AM",,"Other Sponsored Activity","2/12/2025 10:35:55 AM: Updating form fields >> 2/13/2025 10:48:59 AM: Proposal is an amendment to 24-0853-A0001.  Closing proposal form to fold it into award record.",,,2025-02-13 10:48:59,,,,"FY2025",,2025-02-11 10:34:13,"FY2025",,,,,"Research & Economic Development",,"Q3 FY2025","State","Others","Funded",0,1,1,10000
"24-0854-P0001","Screening Commercial Dry Bean Cultivars and Experimental Breeding Lines for Performance in the Bighorn Basin under Different Irrigation Practices","Screening Commercial Dry Bean Cultivars and Experimental Breeding Lines for Performance in the Bighorn Basin under Different Irrigation Practices","James J. Heitholt","R&E Center Powell","Funded","Wyoming Bean Commission",,"Plant Sciences","5/1/2024","4/30/2025","New",,"24-0854",2024-02-27 11:19:43,13100,"2/28/2024 12:00:00 AM",,"Applied Research","2/27/2024 01:52:35 PM: Updates required to proposal form. >> 2/29/2024 08:13:10 AM: Updating project end date. >> 3/1/2024 12:04:38 PM: PI submitted proposal to sponsor via e-mail on 02/27/2024. >> 7/16/2024 11:55:35 AM: Funded.",2024-03-01 12:04:38,,2024-07-16 11:55:35,,"FY2024",,"FY2025",,2024-02-27 11:19:43,"FY2024",3,137,,"March-2024","Agriculture","Q3 FY2024","Q1 FY2025","State","Others","Funded",0,1,1,13100
"24-0855-P0001","Mechanisms of Geochemical & Microbial Processes Affecting Hydrogen Flow Dynamics in UHS","Mechanisms of Geochemical & Microbial Processes Affecting Hydrogen Flow Dynamics in UHS","Minou Rabiei","Energy & Petroleum Engineering","Submitted to Sponsor","University of North Dakota","American Chemical Society","Energy & Petroleum Engineering","9/1/2024","8/31/2026","New",,"24-0855",2024-02-27 11:39:57,51825.13,"3/8/2024 12:00:00 AM",,"Basic Research","3/1/2024 08:50:59 AM: fix idc >> 3/1/2024 10:18:02 AM: Edit sponsors >> 3/1/2024 10:21:41 AM: edit dates >> 3/4/2024 02:10:44 PM: via email",2024-03-04 14:10:44,,,,"FY2024",,,,2024-02-27 11:39:57,"FY2024",6,,,"March-2024","Engineering","Q3 FY2024",,"Non-profit","Others","Submitted",1,0,1,0
"24-0856-P0001","Breeding for High Yield, Early Maturity and Upright Lines Adapted to Wyoming - 2024","Breeding for High Yield, Early Maturity and Upright Lines Adapted to Wyoming - 2024","Donna Karen Harris","Plant Sciences","Funded","Wyoming Bean Commission",,"Plant Sciences","5/1/2024","4/30/2025","New",,"24-0856",2024-02-27 11:50:20,25000,"2/28/2024 12:00:00 AM",,"Applied Research","3/11/2024 02:39:20 PM: PI submitted to sponsor prior to routing. >> 7/9/2024 03:29:24 PM: Funded.",2024-03-11 14:39:20,,2024-07-09 15:29:24,,"FY2024",,"FY2025",,2024-02-27 11:50:20,"FY2024",13,120,,"March-2024","Agriculture","Q3 FY2024","Q1 FY2025","State","Others","Funded",0,1,1,25000
"24-0857-P0001","Prevention Technology Transfer Centers for Region 8","Prevention Technology Transfer Centers for Region 8","Rodney A. Wambeam","Wyoming Survey & Analysis Center","Funded","Substance Abuse & Mental Health Services Administration/Department of Health and Human Services",,"Wyoming Survey & Analysis Center","9/30/2024","9/28/2029","New",,"24-0857",2024-02-27 13:40:36,3289745,"4/24/2024 12:00:00 AM",,"Applied Research","4/19/2024 02:02:06 PM: Submitted via Grants.gov on 4/19/24 >> 8/29/2024 03:08:33 PM: Funded.",2024-04-19 14:02:06,,2024-08-29 15:08:33,,"FY2024",,"FY2025",,2024-02-27 13:40:36,"FY2024",52,132,,"April-2024","Research & Economic Development","Q4 FY2024","Q1 FY2025","Federal","HHS (other than NIH)","Funded",0,1,1,3289745
"24-0858-P0001","Breath Better Wyoming - Improving Patient Outcomes by Improving Care","AARP Community Challenge Flagship Grant Application","Thomas Brian Smoll","Albany Community Health Clinic,Family Medicine Residency Programs Casper,Family Medicine Residency Programs Cheyenne","Not Funded","AARP",,"Educational Health Center of Wyoming","6/1/2024","12/31/2024","New",,"24-0858",2024-02-28 08:15:48,11365,"3/6/2024 12:00:00 AM",,"Other Sponsored Activity","3/1/2024 10:46:39 AM: Updating proposal form. >> 3/1/2024 10:50:40 AM: RFP under review by agreement review team. Proposal form and budget reviewed; routing for approvals. >> 3/1/2024 01:52:11 PM: Department submitted proposal through sponsor portal on 03/01/2024. >> 6/19/2024 11:24:01 AM: See attached notice",2024-03-01 13:52:11,,,2024-06-19 11:24:01,"FY2024",,,"FY2024",2024-02-28 08:15:48,"FY2024",3,,110,"March-2024","Academic Affairs","Q3 FY2024",,"Non-profit","Others","Submitted",1,0,1,0
"24-0859-P0001","2024 Judicial Performance Assessment (JPA)","2024 Judicial Performance Assessment (JPA)","Brian J. Harnisch","Wyoming Survey & Analysis Center","Funded","Wyoming State Bar",,"Wyoming Survey & Analysis Center","3/25/2024","11/30/2024","New",,"24-0859",2024-02-28 12:39:11,23120.29,"3/25/2024 12:00:00 AM",,"Other Sponsored Activity","3/22/2024 02:51:35 PM: Confirmed with PI, documents provided to sponsor. >> 5/8/2024 11:21:20 AM: Funded",2024-03-22 14:51:35,,2024-05-08 11:21:20,,"FY2024",,"FY2024",,2024-02-28 12:39:11,"FY2024",23,47,,"March-2024","Research & Economic Development","Q3 FY2024","Q4 FY2024","State","Others","Funded",0,1,1,23120.29
"24-0860-P0001","Enhancing Substation Physical Security: A Federated Learning Approach for Radar, Acoustic, and Camera Data Fusion (ESPS-FL)","Enhancing Substation Physical Security: A Federated Learning Approach for Radar, Acoustic, and Camera Data Fusion (ESPS-FL)","Nga Thi Thanh Nguyen","Electrical Engineering & Computer Science","Under Consideration","University of North Dakota","U.S. Department of Energy","College of Engineering & Physical Sciences Academic Engineering Department","11/1/2024","10/31/2026","New",,"24-0860",2024-02-28 14:56:12,82365,"3/4/2024 12:00:00 AM",,"Applied Research","3/1/2024 12:43:31 PM: Documents had been sent to sponsor >> 4/15/2025 11:27:26 AM: UND is in negotiations for an award.",2024-03-01 12:43:31,2025-04-15 11:27:26,,,"FY2024","FY2025",,,2024-02-28 14:56:12,"FY2024",2,,,"March-2024","Engineering","Q3 FY2024",,"Federal","Others","Submitted",1,0,1,0
"24-0861-P0001","2024 Cooperative Agricultural Pest Survey (CAPS) Combined Survey","2024 CAPS Infrastructure","Douglas Isaac Smith","Ecosystem Science & Management","Funded","Animal and Plant Health Inspection Service/Department of Agriculture",,"Ecosystem Science & Management","2/1/2024","1/31/2025","Renewal",,"24-0861",2024-02-29 13:34:02,34200,"8/10/2023 12:00:00 AM",,"Basic Research","3/29/2024 09:50:49 AM: updates to proposal form >> 3/29/2024 09:56:01 AM: updates to proposal form, budget does not provide information on cost share but cost share is listed in proposal >> 4/9/2024 04:07:26 PM: I Certify >> 4/9/2024 04:42:09 PM: fix error >> 4/9/2024 05:37:56 PM: I Certify >> 4/22/2024 01:22:46 PM: upated >> 4/22/2024 02:47:46 PM: Previously submitted to sponsor, no pre-award review >> 4/22/2024 04:39:39 PM: Funded. Sponsor approved Pre-Award spending.",2024-04-22 14:47:46,,2024-04-22 16:39:39,,"FY2024",,"FY2024",,2024-02-29 13:34:02,"FY2024",53,0,,"April-2024","Agriculture","Q4 FY2024","Q4 FY2024","Federal","Others","Funded",0,1,1,34200
