"Proposal #","Admin Unit","Instrument Type","PI.x","sponsor type","Prime Sponsor","Project End Date","Project Start Date","Project Title","Proposal Type","Sponsor","Status","Actual_Submission_Date","Actual_Udr_Consid_Date","Actual_Funding_Date","Actual_Not_Funding_Date","Actual_Submission_FY","Actual_Udr_Consid_FY","Actual_Funding_FY","Actual_Not_Funding_FY","Created Date.y","Proposal_Creation_FY","Days_to_Submission","Days_to_Funding_From_Submission","Days_to_Non_Funding_From_Submission","College/Division","Total Sponsor Costs","Comments","Date","Year","PI.y","Title","Agency","Program","Completion Date","Internal","External","Other","Awarded_Status_By_TIG","Comment by Nick","Correct_Proposal_Status"
"24-0606-P0001","Electrical Engineering & Computer Science",,"Lars Kotthoff","Industry","Department of the Air Force/Department of Defense","9/4/2023","5/5/2023","FrostyFlake | AFWERX STTR Phase I | Computer Vision AI Architecture Review & Enhancement","New","ADD NEW","Funded",2023-11-30 23:06:44,,2023-11-30 16:06:57,,"FY2024",,"FY2024",,2023-11-29 11:46:27,"FY2024",1,0,,"Engineering",22500,,,,,,,,,,,,,,
"24-0607-P0001","Civil & Architectural Engineering & Construction Management",,"Khaled Ksaibati","Institutions of Higher Education","Department of Transportation","11/30/2028","11/15/2022","UNLV University Transportation Centers Program DOT Subaward","New","University of Nevada, Las Vegas","Not Funded",2023-11-29 11:48:14,,,2023-11-29 12:36:40,"FY2024",,,"FY2024",2023-11-29 11:48:14,"FY2024",0,,0,"Engineering",245000,"Created Date Imputed because Submission Date is missing for Not Funded proposal!",,,,,,,,,,,,,
"24-0608-P0001","Animal Science",,"Hannah Crocker Cunningham","U.S. Federal Government",,"4/14/2026","4/15/2024","Western SARE Graduate Grant: Assessment","New","Montana State University","Not Funded",2023-12-08 15:05:42,,,2025-05-14 16:55:01,"FY2024",,,"FY2025",2023-11-29 13:53:41,"FY2024",9,,523,"Agriculture",29996,,,,,,,,,,,,,,
"24-0609-P0001","Plant Sciences",,"Donna Karen Harris","Non-Profit Organizations",,"12/31/2025","8/1/2024","Cold tolerance assessment in chickpea: screening germplasm and mutagenesis for development of cold resilient lines","New","ADD NEW","Not Funded",2023-12-04 20:14:43,,,2024-04-04 10:05:41,"FY2024",,,"FY2024",2023-11-29 14:16:00,"FY2024",5,,122,"Agriculture",43794.2,,,,,,,,,,,,,,
"24-0610-P0001","Science Institute",,"Carmela Rosaria Guadagno","Individuals","Foreign Agricultural Services/Department of Agriculture","4/30/2027","5/1/2024","Harvesting the future: a collaborative action for workforce development in controlled environment agriculture","New","ADD NEW","Not Funded",2023-12-07 15:16:02,,,2025-05-14 16:57:12,"FY2024",,,"FY2025",2023-11-30 08:12:46,"FY2024",7,,524,"Research & Economic Development",750000,,,,,,,,,,,,,,
"24-0612-P0001","Civil & Architectural Engineering & Construction Management",,"Liping Wang","U.S. Federal Government","USDA Foreign Agricultural Service/Department of Agriculture","3/31/2028","4/1/2024","Empowering Greenhouse Resiliency with an Optimized Workforce (E-GROW)","New","ADD NEW","Funded",2023-12-04 17:46:52,2025-05-01 16:54:22,2025-05-30 13:24:20,,"FY2024","FY2025","FY2025",,2023-11-30 12:51:49,"FY2024",4,543,,"Engineering",112390,,,,,,,,,,,,,,
"24-0613-P0001","Chemistry",,"Caleb Matthew Hill","Industry",,"12/31/2028","1/1/2024","BWXT | Master Research Agreement","Other","BWXT Advanced Technologies, LLC","Funded",2024-04-01 18:08:28,,2024-04-01 12:08:53,,"FY2024",,"FY2024",,2023-11-30 15:47:18,"FY2024",123,0,,"Engineering",0,,,,,,,,,,,,,,
"24-0613-P0002","School of Energy Resources Directors Office",,"Andrew Christopher Kirby","Industry",,"8/31/2025","9/1/2024","BWXT | Master Research Agreement","New","BWXT Advanced Technologies, LLC","Funded",2024-09-04 19:55:51,2024-09-04 13:56:08,2025-02-05 13:51:32,,"FY2025","FY2025","FY2025",,2024-07-23 12:24:30,"FY2025",43,154,,"School of Energy Resources",25492,,,,,,,,,,,,,,
"24-0613-P0003","Chemistry",,"Caleb Matthew Hill","Industry",,"5/31/2026","6/1/2025","BWXT | Master Research Agreement","Other","BWXT Advanced Technologies, LLC","Under Consideration",2025-05-22 14:33:00,2025-05-22 08:33:38,,,"FY2025","FY2025",,,2025-04-24 10:09:00,"FY2025",28,,,"Engineering",82630,,,,,,,,,,,,,,
"24-0613-P0004","Mechanical Engineering",,"Ankit Saxena","Industry",,"6/30/2026","7/1/2025","BWXT | Master Research Agreement","New","BWXT Advanced Technologies, LLC","Submitted to Sponsor",2025-05-19 15:08:05,,,,"FY2025",,,,2025-05-09 12:14:06,"FY2025",10,,,"Engineering",43644,,,,,,,,,,,,,,
"24-0613-P0005","Mechanical Engineering",,"Ankit Saxena","Industry",,"6/30/2026","7/1/2025","BWXT | Master Research Agreement","New","BWXT Advanced Technologies, LLC","Submitted to Sponsor",2025-05-20 17:19:26,,,,"FY2025",,,,2025-05-09 12:20:18,"FY2025",11,,,"Engineering",43644,,,,,,,,,,,,,,
"24-0614-P0001","Animal Science",,"Paulo De Mello Tavares Lima","U.S. Federal Government",,"4/30/2026","5/1/2024","Use of virtual fence to promote targeted grazing with sheep in Northern mixed grass prairies","New","ADD NEW","Not Funded",2023-12-06 15:36:27,,,2025-05-14 16:58:33,"FY2024",,,"FY2025",2023-11-30 16:39:08,"FY2024",6,,525,"Agriculture",29993,,,,,,,,,,,,,,
"24-0615-P0001","Science Institute",,"Liping Wang","U.S. Federal Government","USDA Foreign Agricultural Service/Department of Agriculture","8/31/2028","9/1/2024","A Systems and Transdisciplinary Approach to Improving Sustainability of Indoor Farming","New","Purdue University","Not Funded",2024-03-29 21:21:56,,,2025-06-04 11:32:15,"FY2024",,,"FY2025",2023-11-30 19:34:44,"FY2024",120,,432,"Research & Economic Development",400577,,,,,,,,,,,,,,
"24-0617-P0001","Mathematics & Statistics",,"Rongsong Liu","Institutions of Higher Education","National Science Foundation","8/31/2027","10/1/2024","The interface of environmental conditions and herbivore genetics","New","ADD NEW","Not Funded",2023-12-06 16:01:24,,,2025-06-04 11:29:21,"FY2024",,,"FY2025",2023-12-01 13:03:45,"FY2024",5,,546,"Engineering",28646,,,,,,,,,,,,,,
"24-0618-P0001","School of Energy Resources Directors Office",,"Kyle D. Summerfield","Tribal Government or Organizations",,"2/28/2025","3/1/2024","Navajo Energy Hub Outreach and Visualization","New","ADD NEW","Funded",2024-03-04 18:50:01,2024-03-04 11:51:02,2024-06-18 11:55:04,,"FY2024","FY2024","FY2024",,2023-12-01 14:31:58,"FY2024",94,106,,"School of Energy Resources",50000,,,,,,,,,,,,,,
"24-0619-P0001","Haub School of Environment & Natural Resources",,"Corrine Noel Knapp","U.S. Federal Government","U.S. Geological Survey/Department of the Interior","8/29/2029","8/30/2024","CASC Subaward","Renewal","University of Colorado, Boulder","Closed",2023-12-12 20:44:14,,,,"FY2024",,,,2023-12-03 18:37:05,"FY2024",9,,,"Haub School of Environment & Natural Resources",197247.76,,,,,,,,,,,,,,
"24-0621-P0001","Chemistry",,"Debashis Dutta","U.S. Federal Government",,"7/31/2027","8/1/2024","Instrumentation and Method Development for Sensitive Detection of Airborne Viruses","New","National Science Foundation","Not Funded",2024-03-25 21:05:20,,,2024-06-23 12:56:19,"FY2024",,,"FY2024",2023-12-04 10:46:09,"FY2024",112,,90,"Engineering",748626,,,,,,,,,,,,,,
"24-0622-P0001","Wyo Natural Diversity Database",,"Ian M. Abernethy","U.S. Federal Government",,"12/31/2027","12/29/2023","F.E. Warren Threatened and Endangered Species","New","U.S. Fish & Wildlife Service/Department of the Interior","Funded",2024-01-11 23:26:21,,2024-06-14 14:49:39,,"FY2024",,"FY2024",,2023-12-04 14:25:43,"FY2024",38,155,,"Research & Economic Development",30612.83,,,,,,,,,,,,,,
"24-0624-P0001","Ecosystem Science & Management",,"Linda T.A. van Diepen","Institutions of Higher Education","Montana State University","4/30/2025","5/1/2024","Microbial inoculants: evaluate their potential for improved hay production and soil health in high elevation meadows","New","Montana State University","Funded",2023-12-08 15:06:09,,2024-08-06 13:53:48,,"FY2024",,"FY2025",,2023-12-05 14:59:59,"FY2024",3,242,,"Agriculture",29952,,,,,,,,,,,,,,
"24-0625-P0001","Mechanical Engineering",,"Xiang Zhang","U.S. Federal Government",,"7/31/2027","8/1/2024","Study of combined thermal and irradiation creep of Nickel-based alloy for nuclear structural application: multiscale computational modeling, uncertainty quantification and experimental investigation","New","U.S. Department of Energy","Not Funded",2023-12-20 21:07:36,,,2025-06-04 11:36:55,"FY2024",,,"FY2025",2023-12-06 13:28:28,"FY2024",14,,532,"Engineering",1000000,,,,,,,,,,,,,,
"24-0626-P0001","Animal Science",,"Bledar Bisha","U.S. Federal Government","National Science Foundation","8/31/2031","9/1/2024","PIPP Phase II: Theme 1: The PrEViEW Center: AdvancingPandemicPre-EmergenceForecasting through Big Data/AI","New","University of Missouri","Not Funded",2023-12-07 15:17:20,,,2025-06-04 11:39:18,"FY2024",,,"FY2025",2023-12-06 13:39:59,"FY2024",1,,545,"Agriculture",240533,,,,,,,,,,,,,,
"24-0627-P0001","Plant Sciences",,"Brian A Mealor","U.S. Federal Government",,"6/30/2026","7/1/2023","Enhancing Rangeland Restoration in Northeast Wyoming","New","Bureau of Land Management/Department of the Interior","Funded",2023-12-07 19:16:37,,2023-12-07 15:37:13,,"FY2024",,"FY2024",,2023-12-07 11:31:09,"FY2024",0,0,,"Agriculture",173683.76,,,,,,,,,,,,,,
"24-0628-P0001","Electrical Engineering & Computer Science",,"Amy Catherine Banic","Non-Profit Organizations","Defense Advanced Research Projects Agency/Department of Defense","6/30/2027","7/1/2024","CHARM","New","ADD NEW","Not Funded",2023-12-18 22:38:58,,,2025-06-04 11:41:16,"FY2024",,,"FY2025",2023-12-08 11:28:27,"FY2024",10,,534,"Engineering",283083,,,,,,,,,,,,,,
"24-0629-P0001","School of Energy Resources",,"Madeleine Jane Lewis","Non-Profit Organizations",,"7/1/2027","7/1/2024","Unlocking the Potential for Critical Minerals Development in Energy Communities","Pre-proposal","ADD NEW","Funded",2023-12-18 21:18:20,,2024-06-27 14:35:03,,"FY2024",,"FY2024",,2023-12-09 10:53:46,"FY2024",9,192,,"School of Energy Resources",631335,,,,,,,,,,,,,,
"24-0629-P0002","School of Energy Resources Directors Office",,"Madeleine Jane Lewis","Non-Profit Organizations",,"6/30/2027","7/1/2024","Unlocking the Potential for Critical Minerals Development in Energy Communities","Other","Alfred P. Sloan Foundation","Funded",2024-04-22 21:08:17,2024-06-27 14:35:24,2024-08-01 12:30:11,,"FY2024","FY2024","FY2025",,2024-03-26 11:02:23,"FY2024",27,101,,"School of Energy Resources",745632,,,,,,,,,,,,,,
"24-0630-P0001","Plant Sciences",,"Kelsey C. Brock","Wyoming State Governmental Entities",,"12/31/2025","1/1/2024","Invasive species management and research benefitting the Wyoming Weed and Pest Council","Transfer","Wyoming Weed and Pest Council","Transfer",2024-02-08 16:04:18,,2024-02-19 13:15:02,,"FY2024",,"FY2024",,2023-12-09 14:32:54,"FY2024",61,11,,"Agriculture",2000,,,,,,,,,,,,,,
"24-0631-P0001","Psychology",,"Christine L. McKibbin","U.S. Federal Government",,"6/30/2029","7/1/2024","Wyoming Geriatric Workforce Enhancement Program","New","Health Resources and Services Administration/Department of Health and Human Services","Funded",2024-02-22 22:17:19,,2024-06-18 07:16:36,,"FY2024",,"FY2024",,2023-12-10 19:16:24,"FY2024",74,116,,"Arts & Sciences",5000000,,,,,,,,,,,,,,
"24-0632-P0001","Energy & Petroleum Engineering",,"Maohong Fan","U.S. Federal Government","National Science Foundation","6/30/2026","7/1/2024","Decarbonization technology for sustainable cement manufacturing","New","Purdue University","Not Funded",2023-12-18 23:22:01,,,2025-06-04 11:43:06,"FY2024",,,"FY2025",2023-12-11 10:21:46,"FY2024",8,,534,"Engineering",250000,,,,,,,,,,,,,,
"24-0635-P0001","Civil & Architectural Engineering & Construction Management",,"Khaled Ksaibati","Wyoming State Governmental Entities",,"2/1/2024","2/1/2024","Wyoming Technology Transfer Center (T2)","Non-Competing Continuation","Wyoming Department of Transportation","Funded",2024-01-22 20:53:30,2024-01-22 13:53:47,2024-09-06 09:01:41,,"FY2024","FY2024","FY2025",,2023-12-11 15:37:04,"FY2024",42,228,,"Engineering",218750,,,,,,,,,,,,,,
"24-0635-P0002","Civil & Architectural Engineering & Construction Management",,"Khaled Ksaibati","Wyoming State Governmental Entities",,"9/30/2026","12/2/2024","Wyoming Technology Transfer Center (T2)","Non-Competing Continuation","Wyoming Department of Transportation","Funded",2024-11-19 15:16:53,,2024-11-19 08:20:38,,"FY2025",,"FY2025",,2024-11-01 16:19:01,"FY2025",18,0,,"Engineering",218750,,,,,,,,,,,,,,
"24-0636-P0001","School of Energy Resources Directors Office",,"Lily J. Jackson","U.S. Federal Government",,"9/30/2027","10/1/2024","Wyoming Technical Assistance Collaboration for Carbon Management (WYTAC-CM)","New","U.S. Department of Energy","Under Consideration",2025-06-26 16:25:52,2024-08-08 16:01:34,,2025-06-25 10:39:58,"FY2025","FY2025",,"FY2025",2023-12-12 10:05:48,"FY2024",562,,-1,"School of Energy Resources",4726449,,,,,,,,,,,,,,
"24-0637-P0001","English",,"Arielle Myers Zibrak","U.S. Federal Government",,"9/30/2026","10/1/2024","Digital Humanities Advancement Grant","New","National Endowment for the Humanities","Not Funded",2024-01-11 23:24:56,,,2024-02-01 16:15:14,"FY2024",,,"FY2024",2023-12-12 11:01:27,"FY2024",31,,21,"Arts & Sciences",149740.52,,,,,,,,,,,,,,
"24-0638-P0001","Plant Sciences",,"Brian A Mealor","U.S. Federal Government",,"9/15/2023","9/16/2022","NPS Midwest Region, Seed Increase Services","New","National Park Service/Department of the Interior","Funded",2023-12-13 14:53:23,,2024-12-23 10:22:16,,"FY2024",,"FY2025",,2023-12-13 07:35:11,"FY2024",0,376,,"Agriculture",0,,,,,,,,,,,,,,
"24-0639-P0001","Atmospheric Science",,"Bart Geerts","U.S. Federal Government",,"8/31/2027","9/1/2024","Collaborative Research: AGS-FIRP Track 3: Convective Organization aNd Venting Experiment in Complex Terrain (CONVECT)","New","National Science Foundation","Not Funded",2024-01-05 20:43:25,,,2024-05-16 08:19:26,"FY2024",,,"FY2024",2023-12-13 08:00:45,"FY2024",24,,131,"Engineering",620407,,,,,,,,,,,,,,
"24-0641-P0001","Physics & Astronomy",,"Jifa Tian","U.S. Federal Government","National Science Foundation","3/31/2026","4/1/2024","White Paper: Community Building of ExpandQISE Teams","Pre-proposal","ADD NEW","Under Consideration",2025-06-26 17:51:39,2024-11-07 10:48:52,,2025-06-25 10:55:29,"FY2025","FY2025",,"FY2025",2023-12-13 14:57:49,"FY2024",561,,-1,"Engineering",100413,,,,,,,,,,,,,,
"24-0642-P0001","Ecosystem Science & Management",,"Kristina Hufford","U.S. Federal Government",,"8/31/2027","9/1/2024","Environmental Sustainability of Alternative Mine Reclamation Practices: An Assessment of Ecological Function, Hydrologic Response, and Economic Viability","Resubmission","National Science Foundation","Funded",2023-12-13 16:26:35,,2024-08-02 14:09:29,,"FY2024",,"FY2025",,2023-12-13 16:26:35,"FY2024",0,233,,"Agriculture",450000,"Created Date Imputed because Submission Date is missing for Funded proposal!",,,,,,,,,,,,,
"24-0643-P0001","Geology & Geophysics",,"Subhashis Mallick","U.S. Federal Government",,"5/31/2027","6/1/2024","On the Feasibility of Underground Hydrogen Storage","New","National Science Foundation","Not Funded",2023-12-20 23:13:34,,,2024-06-12 08:12:56,"FY2024",,,"FY2024",2023-12-13 19:56:05,"FY2024",7,,174,"Engineering",679496,,,,,,,,,,,,,,
"24-0645-P0001","Wyo Natural Diversity Database",,"Lusha Marguerite Tronstad","U.S. Federal Government",,"9/30/2025","2/1/2024","Bee visitation at Capitol Reef","New","National Park Service/Department of the Interior","Funded",2024-03-01 19:01:23,,2025-02-07 11:18:15,,"FY2024",,"FY2025",,2023-12-14 12:12:50,"FY2024",78,343,,"Research & Economic Development",59808.5,,,,,,,,,,,,,,
"24-0646-P0001","Plant Sciences",,"Donna Karen Harris","Industry",,"12/31/2028","1/1/2024","UW-Whitetail Institute Research Agreement","New","ADD NEW","Funded",2023-12-19 16:42:52,2023-12-19 09:43:05,2024-01-23 12:09:49,,"FY2024","FY2024","FY2024",,2023-12-14 14:47:49,"FY2024",5,35,,"Agriculture",112500,,,,,,,,,,,,,,
"24-0647-P0001","Educational Health Center of Wyoming",,"Thomas Brian Smoll","Wyoming Local Governmental Entities",,"5/31/2024","12/19/2023","Tobacco and Opioid Use Education and Prevention","New","Albany County, Wyoming","Not Funded",2023-12-15 07:09:12,,,2023-12-21 14:28:38,"FY2024",,,"FY2024",2023-12-15 07:09:12,"FY2024",0,,6,"Academic Affairs",7920,"Created Date Imputed because Submission Date is missing for Not Funded proposal!",,,,,,,,,,,,,
"24-0648-P0001","Kinesiology & Health",,"Lauren Rose Gilbert","Institutions of Higher Education","National Cancer Institute/National Institutes of Health/Department of Health and Human Services","5/1/2025","8/28/2023","Evaluating Telemedicine Related Opioid Use Disorder (OUD) Services in  Underserved Populations: A Comparison of Waiver and Post waiver Periods.","Transfer","University of Houston","Transfer",2024-04-11 18:35:40,2024-08-19 15:59:09,2024-09-13 15:37:53,,"FY2024","FY2025","FY2025",,2023-12-15 08:59:00,"FY2024",118,155,,"Health Sciences",7704,,,,,,,,,,,,,,
"24-0649-P0001","Kinesiology & Health",,"Lauren Rose Gilbert","U.S. Federal Government","Patient-Centered Outcomes Research Institute","10/31/2028","11/1/2024","Supporting Underserved Populations and Programs to Optimize Remote Monitoring and Telehealth in managing Diabetes and Hypertension (SUPPORT)","New","University of Houston","Not Funded",2023-12-15 09:18:18,,,2025-02-06 13:57:52,"FY2024",,,"FY2025",2023-12-15 09:18:18,"FY2024",0,,419,"Health Sciences",118692,"Created Date Imputed because Submission Date is missing for Not Funded proposal!",,,,,,,,,,,,,
"24-0650-P0001","Wyoming Institute for Humanities",,"Scott Henkel","U.S. Federal Government",,"8/31/2026","9/1/2024","Democracy in Conversation","New","National Endowment for the Humanities","Not Funded",2024-01-11 23:23:34,,,2024-08-02 14:05:19,"FY2024",,,"FY2025",2023-12-15 09:28:41,"FY2024",28,,204,"Research & Economic Development",361261.98,,,,,,,,,,,,,,
"24-0651-P0001","Wyoming Survey & Analysis Center",,"Laurel Allison Wimbish","Wyoming State Governmental Entities",,"1/31/2029","2/1/2024","Government Performance and Results Act (GPRA) Information Collection and Reporting","New","Wyoming Department of Health","Closed",2024-01-11 20:06:07,,,,"FY2024",,,,2023-12-15 09:35:35,"FY2024",27,,,"Research & Economic Development",162244.94,,,,,,,,,,,,,,
"24-0652-P0001","UW Extension",,"Dawn Marie Sanchez","Institutions of Higher Education","Foreign Agricultural Services/Department of Agriculture","8/31/2024","1/1/2024","Department of the Air Force (DAF) 4‐H Military Partnership Outreach and Support Project (4‐HMPOS)","New","Kansas State University","Funded",2023-12-20 23:10:56,2024-01-11 15:50:35,2024-02-22 08:28:06,,"FY2024","FY2024","FY2024",,2023-12-15 14:47:05,"FY2024",5,63,,"Agriculture",8400,,,,,,,,,,,,,,
"24-0653-P0001","Kinesiology & Health",,"Lauren Rose Gilbert","U.S. Federal Government","ADD NEW","8/31/2025","10/1/2023","Multisectoral Partnerships to Chronicle and Assess the Impact of Climate Change Disaster Events on Affordable Housing and Mental Health Outcomes in Underserved Communities","New","University of Houston","Funded",2024-02-13 16:42:46,,2024-11-01 15:34:54,,"FY2024",,"FY2025",,2023-12-15 16:10:55,"FY2024",60,262,,"Health Sciences",80392,,,,,,,,,,,,,,
"24-0654-P0001","Chemistry",,"Caleb Matthew Hill","U.S. Federal Government",,"9/30/2026","10/1/2024","FECM Critical Materials","New","U.S. Department of Energy","Not Funded",2023-12-20 21:11:16,,,2025-06-04 11:46:23,"FY2024",,,"FY2025",2023-12-18 10:14:13,"FY2024",2,,532,"Engineering",998930,,,,,,,,,,,,,,
"24-0655-P0001","Psychology",,"Hannah Jordan Phalen","Non-Profit Organizations",,"6/30/2024","12/31/2023","The Impact of Race on Mock Jurors' Perceptions Pain and Damage Awards","New","Psi Chi International Honor Society in Psychology","Funded",2024-01-20 00:11:43,,2024-03-05 14:01:53,,"FY2024",,"FY2024",,2023-12-18 13:00:42,"FY2024",32,46,,"Arts & Sciences",1000,,,,,,,,,,,,,,
